id,file,source_file,group,habitat,season,func,element,quality_status,problem_flags,batch,qa_sheet,width,height,tags,ko,en,scientific_name,source_manifest,source_policy
bio_0426,data/species_codex/generated/pixel_art_assets/slices/bio_0426_tropical_milkweed.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0426_tropical_milkweed.png,tree,forest,autumn,collection,earth,pass,,18,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_18.png,205,188,"tree,forest,autumn,collection,earth",tropical milkweed (Asclepias curassavica),tropical milkweed,Asclepias curassavica,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0427,data/species_codex/generated/pixel_art_assets/slices/bio_0427_ocotillo.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0427_ocotillo.png,tree,forest,autumn,collection,earth,pass,,18,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_18.png,171,215,"tree,forest,autumn,collection,earth",ocotillo (Fouquieria splendens),ocotillo,Fouquieria splendens,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0428,data/species_codex/generated/pixel_art_assets/slices/bio_0428_common_yew.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0428_common_yew.png,tree,forest,autumn,collection,earth,pass,,18,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_18.png,179,212,"tree,forest,autumn,collection,earth",황금주목,common yew,Taxus baccata,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0429,data/species_codex/generated/pixel_art_assets/slices/bio_0429_great_horsetail.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0429_great_horsetail.png,fern,wetland,spring,resilient,earth,pass,,18,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_18.png,72,220,"fern,wetland,spring,resilient,earth",great horsetail (Equisetum telmateia),great horsetail,Equisetum telmateia,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0430,data/species_codex/generated/pixel_art_assets/slices/bio_0430_great_blue_lobelia.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0430_great_blue_lobelia.png,tree,forest,autumn,collection,earth,pass,,18,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_18.png,147,219,"tree,forest,autumn,collection,earth",great blue lobelia (Lobelia siphilitica),great blue lobelia,Lobelia siphilitica,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0431,data/species_codex/generated/pixel_art_assets/slices/bio_0431_wall_lettuce.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0431_wall_lettuce.png,tree,forest,autumn,collection,earth,pass,,18,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_18.png,191,198,"tree,forest,autumn,collection,earth",Wall Lettuce (Mycelis muralis),Wall Lettuce,Mycelis muralis,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0432,data/species_codex/generated/pixel_art_assets/slices/bio_0432_rabbitfoot_clover.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0432_rabbitfoot_clover.png,tree,forest,autumn,collection,earth,pass,,18,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_18.png,180,202,"tree,forest,autumn,collection,earth",rabbitfoot clover (Trifolium arvense),rabbitfoot clover,Trifolium arvense,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0433,data/species_codex/generated/pixel_art_assets/slices/bio_0433_common_hops.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0433_common_hops.png,tree,forest,autumn,collection,earth,pass,,18,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_18.png,186,211,"tree,forest,autumn,collection,earth",호프,common hops,Humulus lupulus,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0434,data/species_codex/generated/pixel_art_assets/slices/bio_0434_italian_arum.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0434_italian_arum.png,tree,forest,autumn,collection,earth,pass,,18,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_18.png,166,206,"tree,forest,autumn,collection,earth",Italian arum (Arum italicum),Italian arum,Arum italicum,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0435,data/species_codex/generated/pixel_art_assets/slices/bio_0435_giant_reed.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0435_giant_reed.png,tree,forest,autumn,collection,earth,pass,,18,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_18.png,145,217,"tree,forest,autumn,collection,earth",물대,giant reed,Arundo donax,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0436,data/species_codex/generated/pixel_art_assets/slices/bio_0436_spreading_dogbane.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0436_spreading_dogbane.png,tree,forest,autumn,collection,earth,pass,,18,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_18.png,191,205,"tree,forest,autumn,collection,earth",spreading dogbane (Apocynum androsaemifolium),spreading dogbane,Apocynum androsaemifolium,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0437,data/species_codex/generated/pixel_art_assets/slices/bio_0437_gorse.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0437_gorse.png,tree,forest,autumn,collection,earth,pass,,18,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_18.png,178,212,"tree,forest,autumn,collection,earth",gorse (Ulex europaeus),gorse,Ulex europaeus,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0438,data/species_codex/generated/pixel_art_assets/slices/bio_0438_southern_dewberry.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0438_southern_dewberry.png,tree,forest,autumn,collection,earth,pass,,18,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_18.png,191,205,"tree,forest,autumn,collection,earth",southern dewberry (Rubus trivialis),southern dewberry,Rubus trivialis,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0439,data/species_codex/generated/pixel_art_assets/slices/bio_0439_blue_plumbago.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0439_blue_plumbago.png,tree,forest,autumn,collection,earth,pass,,18,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_18.png,189,205,"tree,forest,autumn,collection,earth",blue plumbago (Plumbago auriculata),blue plumbago,Plumbago auriculata,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0440,data/species_codex/generated/pixel_art_assets/slices/bio_0440_coast_redwood.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0440_coast_redwood.png,tree,forest,autumn,collection,earth,pass,,18,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_18.png,136,220,"tree,forest,autumn,collection,earth",coast redwood (Sequoia sempervirens),coast redwood,Sequoia sempervirens,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0441,data/species_codex/generated/pixel_art_assets/slices/bio_0441_eastern_teaberry.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0441_eastern_teaberry.png,tree,forest,autumn,collection,earth,pass,,18,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_18.png,188,190,"tree,forest,autumn,collection,earth",Eastern Teaberry (Gaultheria procumbens),Eastern Teaberry,Gaultheria procumbens,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0442,data/species_codex/generated/pixel_art_assets/slices/bio_0442_milk_thistle.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0442_milk_thistle.png,tree,forest,autumn,collection,earth,needs_replacement,user_reported_visual_issue,18,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_18.png,199,213,"tree,forest,autumn,collection,earth",milk thistle (Silybum marianum),milk thistle,Silybum marianum,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; user reported visual issue on 2026-07-13
bio_0443,data/species_codex/generated/pixel_art_assets/slices/bio_0443_indian_fig_opuntia.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0443_indian_fig_opuntia.png,tree,forest,autumn,collection,earth,pass,,18,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_18.png,185,212,"tree,forest,autumn,collection,earth",선인장,Indian fig opuntia,Opuntia ficus-indica,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0444,data/species_codex/generated/pixel_art_assets/slices/bio_0444_american_white_waterlily.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0444_american_white_waterlily.png,aquatic,wetland,summer,shelter,water,pass,,18,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_18.png,206,173,"aquatic,wetland,summer,shelter,water",미국수련,American white waterlily,Nymphaea odorata,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0445,data/species_codex/generated/pixel_art_assets/slices/bio_0445_white_leadtree.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0445_white_leadtree.png,tree,forest,autumn,collection,earth,pass,,18,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_18.png,201,208,"tree,forest,autumn,collection,earth",White leadtree (Leucaena leucocephala),White leadtree,Leucaena leucocephala,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0446,data/species_codex/generated/pixel_art_assets/slices/bio_0446_black_tupelo.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0446_black_tupelo.png,tree,forest,autumn,collection,earth,pass,,18,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_18.png,171,203,"tree,forest,autumn,collection,earth",Black Tupelo (Nyssa sylvatica),Black Tupelo,Nyssa sylvatica,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0447,data/species_codex/generated/pixel_art_assets/slices/bio_0447_ballmoss.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0447_ballmoss.png,tree,forest,autumn,collection,earth,pass,,18,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_18.png,211,208,"tree,forest,autumn,collection,earth",ballmoss (Tillandsia recurvata),ballmoss,Tillandsia recurvata,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0448,data/species_codex/generated/pixel_art_assets/slices/bio_0448_skyflower.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0448_skyflower.png,tree,forest,autumn,collection,earth,pass,,18,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_18.png,174,216,"tree,forest,autumn,collection,earth",Skyflower (Duranta erecta),Skyflower,Duranta erecta,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0449,data/species_codex/generated/pixel_art_assets/slices/bio_0449_american_century_plant.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0449_american_century_plant.png,tree,forest,autumn,collection,earth,pass,,18,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_18.png,221,198,"tree,forest,autumn,collection,earth",American century plant (Agave americana),American century plant,Agave americana,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0450,data/species_codex/generated/pixel_art_assets/slices/bio_0450_deer_fern.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0450_deer_fern.png,tree,forest,autumn,collection,earth,pass,,18,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_18.png,219,207,"tree,forest,autumn,collection,earth",deer fern (Struthiopteris spicant),deer fern,Struthiopteris spicant,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0451,data/species_codex/generated/pixel_art_assets/slices/bio_0451_rough_horsetail.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0451_rough_horsetail.png,fern,wetland,spring,resilient,earth,pass,,19,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_19.png,141,196,"fern,wetland,spring,resilient,earth",속새,rough horsetail,Equisetum hyemale,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0452,data/species_codex/generated/pixel_art_assets/slices/bio_0452_mouse_eared_hawkweed.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0452_mouse_eared_hawkweed.png,tree,forest,autumn,collection,earth,pass,,19,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_19.png,201,187,"tree,forest,autumn,collection,earth",mouse-eared hawkweed (Pilosella officinarum),mouse-eared hawkweed,Pilosella officinarum,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0453,data/species_codex/generated/pixel_art_assets/slices/bio_0453_petty_spurge.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0453_petty_spurge.png,tree,forest,autumn,collection,earth,pass,,19,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_19.png,179,179,"tree,forest,autumn,collection,earth",Petty Spurge (Euphorbia peplus),Petty Spurge,Euphorbia peplus,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0454,data/species_codex/generated/pixel_art_assets/slices/bio_0454_azure_bluet.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0454_azure_bluet.png,tree,forest,autumn,collection,earth,pass,,19,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_19.png,168,167,"tree,forest,autumn,collection,earth",azure bluet (Houstonia caerulea),azure bluet,Houstonia caerulea,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0455,data/species_codex/generated/pixel_art_assets/slices/bio_0455_wild_angelica.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0455_wild_angelica.png,tree,forest,autumn,collection,earth,pass,,19,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_19.png,179,187,"tree,forest,autumn,collection,earth",Wild Angelica (Angelica sylvestris),Wild Angelica,Angelica sylvestris,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0456,data/species_codex/generated/pixel_art_assets/slices/bio_0456_ti.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0456_ti.png,tree,forest,autumn,collection,earth,pass,,19,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_19.png,192,192,"tree,forest,autumn,collection,earth",Ti (Cordyline fruticosa),Ti,Cordyline fruticosa,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0457,data/species_codex/generated/pixel_art_assets/slices/bio_0457_bristly_oxtongue.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0457_bristly_oxtongue.png,tree,forest,autumn,collection,earth,pass,,19,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_19.png,213,183,"tree,forest,autumn,collection,earth",bristly oxtongue (Helminthotheca echioides),bristly oxtongue,Helminthotheca echioides,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0458,data/species_codex/generated/pixel_art_assets/slices/bio_0458_smooth_sumac.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0458_smooth_sumac.png,tree,forest,autumn,collection,earth,pass,,19,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_19.png,185,190,"tree,forest,autumn,collection,earth",smooth sumac (Rhus glabra),smooth sumac,Rhus glabra,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0459,data/species_codex/generated/pixel_art_assets/slices/bio_0459_bluebead_lily.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0459_bluebead_lily.png,tree,forest,autumn,collection,earth,pass,,19,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_19.png,172,181,"tree,forest,autumn,collection,earth",bluebead lily (Clintonia borealis),bluebead lily,Clintonia borealis,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0460,data/species_codex/generated/pixel_art_assets/slices/bio_0460_white_poplar.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0460_white_poplar.png,tree,forest,autumn,collection,earth,pass,,19,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_19.png,152,191,"tree,forest,autumn,collection,earth",은백양,white poplar,Populus alba,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0461,data/species_codex/generated/pixel_art_assets/slices/bio_0461_corn_speedwell.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0461_corn_speedwell.png,tree,forest,autumn,collection,earth,pass,,19,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_19.png,156,175,"tree,forest,autumn,collection,earth",선개불알풀,corn speedwell,Veronica arvensis,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0462,data/species_codex/generated/pixel_art_assets/slices/bio_0462_european_hornbeam.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0462_european_hornbeam.png,tree,forest,autumn,collection,earth,pass,,19,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_19.png,176,175,"tree,forest,autumn,collection,earth",European Hornbeam (Carpinus betulus),European Hornbeam,Carpinus betulus,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0463,data/species_codex/generated/pixel_art_assets/slices/bio_0463_coleus.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0463_coleus.png,tree,forest,autumn,collection,earth,pass,,19,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_19.png,158,173,"tree,forest,autumn,collection,earth",Coleus (Coleus scutellarioides),Coleus,Coleus scutellarioides,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0464,data/species_codex/generated/pixel_art_assets/slices/bio_0464_orange_day_lily.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0464_orange_day_lily.png,tree,forest,autumn,collection,earth,pass,,19,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_19.png,186,187,"tree,forest,autumn,collection,earth",원추리,orange day-lily,Hemerocallis fulva,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0465,data/species_codex/generated/pixel_art_assets/slices/bio_0465_sulphur_cinquefoil.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0465_sulphur_cinquefoil.png,tree,forest,autumn,collection,earth,pass,,19,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_19.png,168,188,"tree,forest,autumn,collection,earth",sulphur cinquefoil (Potentilla recta),sulphur cinquefoil,Potentilla recta,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0466,data/species_codex/generated/pixel_art_assets/slices/bio_0466_devil_s_beggarticks.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0466_devil_s_beggarticks.png,tree,forest,autumn,collection,earth,pass,,19,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_19.png,178,198,"tree,forest,autumn,collection,earth",미국가막사리,Devil's Beggarticks,Bidens frondosa,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0467,data/species_codex/generated/pixel_art_assets/slices/bio_0467_white_meadowsweet.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0467_white_meadowsweet.png,tree,forest,autumn,collection,earth,pass,,19,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_19.png,177,209,"tree,forest,autumn,collection,earth",white meadowsweet (Spiraea alba),white meadowsweet,Spiraea alba,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0468,data/species_codex/generated/pixel_art_assets/slices/bio_0468_wingstem.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0468_wingstem.png,tree,forest,autumn,collection,earth,pass,,19,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_19.png,189,207,"tree,forest,autumn,collection,earth",나래가막사리,Wingstem,Verbesina alternifolia,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0469,data/species_codex/generated/pixel_art_assets/slices/bio_0469_hop_trefoil.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0469_hop_trefoil.png,tree,forest,autumn,collection,earth,pass,,19,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_19.png,167,191,"tree,forest,autumn,collection,earth",노랑토끼풀,hop trefoil,Trifolium campestre,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0470,data/species_codex/generated/pixel_art_assets/slices/bio_0470_shagbark_hickory.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0470_shagbark_hickory.png,tree,forest,autumn,collection,earth,pass,,19,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_19.png,196,193,"tree,forest,autumn,collection,earth",shagbark hickory (Carya ovata),shagbark hickory,Carya ovata,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0471,data/species_codex/generated/pixel_art_assets/slices/bio_0471_indian_mango.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0471_indian_mango.png,tree,forest,autumn,collection,earth,pass,,19,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_19.png,176,196,"tree,forest,autumn,collection,earth",Indian mango (Mangifera indica),Indian mango,Mangifera indica,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0472,data/species_codex/generated/pixel_art_assets/slices/bio_0472_wild_garlic.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0472_wild_garlic.png,tree,forest,autumn,collection,earth,pass,,19,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_19.png,148,222,"tree,forest,autumn,collection,earth",wild garlic (Allium vineale),wild garlic,Allium vineale,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0473,data/species_codex/generated/pixel_art_assets/slices/bio_0473_yorkshire_fog.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0473_yorkshire_fog.png,tree,forest,autumn,collection,earth,pass,,19,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_19.png,188,209,"tree,forest,autumn,collection,earth",흰털새,Yorkshire fog,Holcus lanatus,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0474,data/species_codex/generated/pixel_art_assets/slices/bio_0474_timothy_grass.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0474_timothy_grass.png,tree,forest,autumn,collection,earth,pass,,19,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_19.png,123,211,"tree,forest,autumn,collection,earth",큰조아재비,Timothy grass,Phleum pratense,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0475,data/species_codex/generated/pixel_art_assets/slices/bio_0475_ragged_robin.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0475_ragged_robin.png,tree,forest,autumn,collection,earth,pass,,19,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_19.png,179,206,"tree,forest,autumn,collection,earth",ragged-robin (Silene flos-cuculi),ragged-robin,Silene flos-cuculi,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0476,data/species_codex/generated/pixel_art_assets/slices/bio_0476_common_motherwort.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0476_common_motherwort.png,tree,forest,autumn,collection,earth,pass,,20,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_20.png,207,216,"tree,forest,autumn,collection,earth",common motherwort (Leonurus cardiaca),common motherwort,Leonurus cardiaca,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0477,data/species_codex/generated/pixel_art_assets/slices/bio_0477_spotted_spurge.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0477_spotted_spurge.png,tree,forest,autumn,collection,earth,pass,,20,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_20.png,206,161,"tree,forest,autumn,collection,earth",애기땅빈대,Spotted spurge,Euphorbia maculata,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
bio_0478,data/species_codex/generated/pixel_art_assets/slices/bio_0478_perennial_sow_thistle.png,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/slices/bio_0478_perennial_sow_thistle.png,tree,forest,autumn,collection,earth,pass,,20,data/species_codex/generated/pixel_art_assets/review_contact_sheets/batch_20.png,197,202,"tree,forest,autumn,collection,earth",Perennial Sow Thistle (Sonchus arvensis),Perennial Sow Thistle,Sonchus arvensis,prototype/emoji_garden/data/species_codex/generated/pixel_art_assets/manifest.csv,source-backed reuse; no programmatic illustration drawing
